Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
11,indiana,23.05,121.7,98.7,68.2,0.0,6.4,108.8,102.4,-3.12,2016,1231.0,1231.0,85.28,23.050000000000004,121.69999999999996,98.7,68.20000000000003,0.0,6.400000000000002,108.8,102.40000000000003,-3.12,30.48,58.72,10.28,24.24,14.04,19.52,12.2,26.36,16.52,13.32,7.16,3.84,18.04,1270.36,65.88,5.063199999999998,107.828,102.78399999999998,67.668,-0.007239999999999997,4.2024,107.39999999999998,103.18399999999995,-0.9523999999999998,24.48,57.44,5.92,17.84,11.0,16.84,9.84,19.32,11.4,13.56,5.92,2.64,18.96
12,oregon,22.68,119.1,96.4,68.1,0.040999999999999995,9.06,109.0,100.0,1.04,2016,1332.0,1332.0,80.44444444444444,22.68,119.09999999999994,96.40000000000003,68.09999999999997,0.041000000000000016,9.06,109.0,100.0,1.0399999999999994,28.0,59.407407407407405,6.666666666666668,19.407407407407412,17.777777777777782,24.555555555555557,12.185185185185185,24.740740740740737,13.74074074074074,11.370370370370368,8.074074074074074,6.407407407407407,17.740740740740737,1304.7407407407404,67.25925925925925,9.32111111111111,109.04074074074072,99.72592592592592,68.52592592592592,0.016666666666666666,5.461851851851852,107.662962962963,102.22222222222223,0.6918518518518517,24.11111111111111,57.925925925925924,6.703703703703702,19.62962962962963,12.333333333333336,17.666666666666668,11.0,21.51851851851852,12.666666666666664,14.925925925925926,4.148148148148148,3.0740740740740735,21.037037037037038
13,wichita st.,22.53,111.3,88.7,66.0,-0.079,3.61,104.8,101.2,6.45,2016,1455.0,1455.0,77.34782608695652,22.52999999999999,111.3,88.70000000000003,66.0,-0.07899999999999997,3.61,104.8,101.20000000000002,6.45,26.347826086956523,56.47826086956522,7.173913043478262,20.52173913043478,17.47826086956522,24.52173913043478,10.695652173913043,26.130434782608692,15.0,9.304347826086957,7.521739130434782,4.086956521739131,20.0,1264.2608695652175,56.39130434782609,-0.43565217391304345,102.01739130434784,102.46956521739132,67.65217391304348,0.013521739130434784,0.8873913043478261,103.98695652173912,103.07826086956524,-0.4243478260869564,17.869565217391305,48.0,5.478260869565218,17.52173913043478,15.173913043478262,21.52173913043478,8.043478260869565,23.52173913043478,8.521739130434783,16.434782608695652,4.086956521739131,2.4347826086956523,21.608695652173914
14,xavier,22.52,117.1,94.6,71.9,0.047,8.16,108.2,100.0,1.73,2016,1462.0,1462.0,83.22222222222223,22.52,117.09999999999994,94.59999999999997,71.90000000000003,0.046999999999999986,8.159999999999998,108.19999999999996,100.0,1.729999999999999,27.85185185185185,58.85185185185186,7.703703703703702,20.259259259259263,19.814814814814813,26.85185185185185,12.074074074074074,29.11111111111111,17.037037037037038,12.777777777777779,6.962962962962963,3.2222222222222223,19.740740740740737,1278.6666666666667,68.51851851851852,7.6999999999999975,108.03333333333336,100.33703703703705,68.25925925925927,0.006999999999999999,6.64037037037037,108.30370370370373,101.64814814814814,-1.7025925925925929,23.88888888888889,59.925925925925924,7.407407407407407,24.259259259259263,13.333333333333336,19.222222222222218,10.0,22.33333333333333,12.814814814814815,13.814814814814815,5.925925925925926,3.2592592592592586,23.51851851851852
15,miami fl,22.44,119.4,96.9,65.9,0.077,11.67,111.6,99.9,2.63,2016,1274.0,1274.0,77.0,22.44,119.40000000000003,96.90000000000003,65.90000000000002,0.07699999999999997,11.669999999999995,111.59999999999997,99.90000000000003,2.630000000000001,26.39130434782609,54.65217391304348,6.782608695652174,18.043478260869566,17.434782608695652,22.73913043478261,9.521739130434783,26.869565217391305,13.304347826086955,10.478260869565217,6.434782608695652,3.739130434782609,15.73913043478261,1285.304347826087,63.08695652173913,12.240869565217393,111.69565217391302,99.45652173913044,67.38260869565217,-0.010608695652173912,7.845217391304349,109.62608695652176,101.76521739130436,-1.9708695652173915,23.65217391304348,58.17391304347826,5.391304347826088,17.608695652173914,10.391304347826088,15.173913043478262,10.173913043478262,21.608695652173914,10.652173913043477,11.826086956521738,5.130434782608695,2.652173913043478,19.52173913043478
16,smu,21.98,119.3,97.3,65.8,0.013999999999999999,3.37,105.5,102.2,-1.06,2016,1374.0,1374.0,79.12,21.980000000000004,119.30000000000004,97.3,65.79999999999997,0.014000000000000007,3.370000000000001,105.5,102.2,-1.0599999999999996,29.24,57.28,6.6,15.4,14.04,19.92,13.12,27.12,18.36,12.2,6.56,4.76,15.08,1292.68,61.28,3.1807999999999987,105.19600000000004,102.008,67.90400000000002,-0.004080000000000003,2.0348,105.648,103.604,-2.2584,21.96,56.2,7.64,23.12,9.72,16.0,10.32,18.0,12.64,12.52,7.32,3.72,18.24
17,duke,21.87,121.9,100.0,67.7,-0.026000000000000002,11.23,112.0,100.7,3.52,2016,1181.0,1181.0,86.43478260869566,21.87,121.90000000000003,100.0,67.70000000000003,-0.026000000000000013,11.229999999999995,112.0,100.70000000000002,3.5200000000000005,29.08695652173913,59.8695652173913,9.130434782608695,22.695652173913047,19.130434782608692,26.26086956521739,12.08695652173913,25.65217391304348,14.173913043478262,9.304347826086957,6.826086956521738,4.695652173913044,16.17391304347826,1297.4782608695652,70.1304347826087,9.408260869565217,110.5304347826087,101.13043478260867,68.56521739130434,-0.013130434782608698,5.861304347826088,108.4565217391304,102.5913043478261,0.01695652173913046,27.17391304347826,61.52173913043478,6.043478260869565,17.82608695652174,9.73913043478261,14.782608695652176,11.173913043478262,22.52173913043478,13.565217391304348,12.347826086956523,4.260869565217392,2.8695652173913038,21.956521739130434
18,texas a&m,21.26,113.8,92.5,67.1,0.006,8.48,109.6,101.1,3.15,2016,1401.0,1401.0,77.84,21.259999999999994,113.80000000000004,92.5,67.09999999999997,0.006000000000000003,8.479999999999997,109.59999999999997,101.09999999999997,3.15,27.48,60.52,7.8,22.28,15.08,22.84,13.2,26.76,18.12,10.72,7.28,3.88,17.36,1261.72,62.56,8.4524,109.784,101.332,68.54,-0.03564,5.6008,107.83599999999998,102.24,0.8072,22.36,56.76,6.72,21.96,11.12,17.72,11.4,24.28,12.28,14.76,4.24,3.32,19.6
19,arizona,20.97,116.8,95.8,68.3,-0.038,6.66,107.9,101.3,-3.66,2016,1112.0,1112.0,82.28,20.970000000000013,116.80000000000004,95.8,68.29999999999997,-0.03800000000000001,6.6599999999999975,107.90000000000003,101.3,-3.6599999999999984,27.68,56.92,6.68,17.2,20.24,28.24,10.96,29.44,15.12,12.36,5.16,4.6,18.0,1295.32,64.84,4.328799999999998,106.57200000000003,102.25200000000001,69.348,-0.015040000000000003,5.4624,107.796,102.356,2.2960000000000003,23.52,59.88,5.56,18.6,12.24,16.88,9.16,21.72,11.56,12.52,4.96,2.84,23.36
20,iowa st.,20.95,121.2,100.3,71.2,-0.062,12.05,110.2,98.1,2.54,2016,1235.0,1235.0,82.35,20.95,121.2,100.29999999999997,71.20000000000002,-0.062000000000000034,12.050000000000004,110.20000000000002,98.09999999999997,2.54,31.2,62.05,8.35,21.9,11.6,16.25,9.25,28.55,17.0,11.4,6.35,4.5,14.3,1271.05,69.0,8.49,107.715,99.215,67.58500000000001,-0.00985,6.7414999999999985,108.61,101.86499999999998,-0.6775,26.4,64.8,7.6,24.1,8.6,12.95,11.9,23.9,12.7,13.35,5.35,2.4,16.4
21,gonzaga,20.82,116.3,95.5,67.3,-0.038,3.51,107.3,103.8,6.12,2016,1211.0,1211.0,84.04,20.82,116.30000000000004,95.5,67.29999999999997,-0.03800000000000001,3.51,107.3,103.8,6.120000000000003,29.0,57.72,8.16,20.32,17.88,23.2,10.56,29.64,14.2,11.04,5.08,3.12,17.84,1322.84,66.56,-0.6571999999999999,104.876,105.52799999999998,68.67999999999999,-0.010160000000000002,0.7323999999999999,105.628,104.904,-1.1808,23.96,61.8,6.28,21.44,12.36,17.28,10.72,21.6,10.48,10.48,5.32,2.76,21.44
22,maryland,20.25,116.2,95.9,67.4,0.016,8.6,109.2,100.6,-1.86,2016,1268.0,1268.0,77.68181818181819,20.25,116.2,95.90000000000003,67.40000000000002,0.01600000000000001,8.599999999999996,109.2,100.59999999999997,-1.86,27.5,54.68181818181818,7.636363636363638,20.181818181818183,15.045454545454545,20.181818181818183,9.409090909090908,27.63636363636364,14.545454545454545,13.409090909090908,5.636363636363638,5.409090909090909,15.863636363636365,1294.8636363636365,64.36363636363636,7.329999999999999,107.55,100.23181818181818,67.04090909090908,-0.01940909090909091,4.126818181818181,107.0,102.87272727272725,-1.8368181818181817,24.22727272727273,60.40909090909091,6.1818181818181825,20.90909090909091,9.727272727272727,14.363636363636365,10.272727272727273,20.454545454545453,10.454545454545457,10.772727272727273,6.409090909090909,2.8181818181818183,18.59090909090909
23,iowa,20.24,116.1,95.9,68.8,-0.071,9.12,110.2,101.1,1.28,2016,1234.0,1234.0,81.52380952380952,20.24,116.09999999999997,95.90000000000003,68.79999999999998,-0.07099999999999998,9.12,110.20000000000002,101.09999999999998,1.2800000000000002,28.761904761904763,61.42857142857143,8.666666666666666,21.761904761904763,15.333333333333336,21.0,10.809523809523812,28.04761904761905,17.0,9.428571428571429,7.333333333333332,5.857142857142858,15.61904761904762,1295.5714285714287,65.47619047619048,6.726190476190476,108.8857142857143,102.18095238095236,67.6,-0.01623809523809524,4.022857142857142,106.81428571428572,102.78095238095236,-1.0023809523809522,24.523809523809533,62.80952380952381,6.809523809523809,23.619047619047624,9.619047619047619,14.571428571428573,12.666666666666664,25.142857142857146,12.952380952380953,13.428571428571427,4.714285714285714,2.523809523809524,19.714285714285715
24,baylor,19.06,118.9,99.8,66.6,-0.012,11.21,109.7,98.4,-3.12,2016,1124.0,1124.0,81.85714285714286,19.06,118.90000000000003,99.79999999999997,66.59999999999998,-0.012000000000000002,11.210000000000004,109.70000000000002,98.40000000000002,-3.1199999999999988,28.714285714285715,57.80952380952381,6.095238095238094,15.523809523809526,18.33333333333333,24.23809523809524,13.190476190476188,24.714285714285715,19.761904761904766,12.190476190476188,7.952380952380952,4.380952380952381,18.476190476190478,1320.2380952380952,65.76190476190476,5.727619047619048,106.35714285714286,100.62857142857143,67.74285714285713,-0.020523809523809517,4.101428571428571,106.74285714285715,102.64285714285714,1.52047619047619,23.142857142857146,54.66666666666666,5.904761904761906,17.666666666666668,13.571428571428573,19.19047619047619,9.095238095238095,18.61904761904762,17.047619047619047,13.952380952380953,6.047619047619048,3.523809523809524,21.0
25,vanderbilt,18.76,113.6,94.9,67.8,-0.106,8.6,109.2,100.6,3.68,2016,1435.0,1435.0,82.78947368421052,18.76,113.59999999999997,94.90000000000003,67.79999999999998,-0.10600000000000004,8.599999999999998,109.20000000000003,100.59999999999997,3.680000000000001,28.52631578947368,58.47368421052632,8.842105263157897,21.63157894736842,16.894736842105264,24.578947368421048,10.052631578947368,31.36842105263158,15.894736842105265,9.947368421052632,4.421052631578949,6.2105263157894735,17.842105263157894,1278.8947368421052,61.89473684210525,5.297894736842107,107.27894736842106,101.97368421052632,68.96842105263157,0.001315789473684212,5.24,107.93157894736841,102.69473684210527,3.060526315789473,22.052631578947373,62.0,5.421052631578949,19.894736842105264,12.36842105263158,18.84210526315789,11.73684210526316,24.47368421052632,8.631578947368421,10.526315789473683,4.684210526315789,3.0,20.894736842105264
26,connecticut,18.71,111.9,93.2,65.9,-0.036000000000000004,6.17,107.6,101.4,-0.91,2016,1163.0,1163.0,78.45833333333333,18.709999999999994,111.90000000000003,93.2,65.90000000000002,-0.036000000000000025,6.169999999999999,107.59999999999997,101.40000000000003,-0.91,28.29166666666667,57.70833333333334,7.25,19.041666666666668,14.625,18.541666666666668,9.458333333333334,28.45833333333333,14.875,10.958333333333336,6.0,5.041666666666667,18.70833333333333,1305.4166666666667,60.875,2.2345833333333336,105.3875,103.15000000000002,68.45000000000002,-0.0066666666666666645,1.5895833333333331,105.1125,103.52083333333331,-3.179583333333334,20.625,57.33333333333334,6.666666666666668,21.5,12.958333333333336,19.666666666666668,11.25,21.375,10.708333333333334,12.625,4.916666666666667,3.208333333333333,17.625
27,syracuse,18.57,112.7,94.1,65.0,-0.027000000000000003,10.21,110.9,100.7,-0.82,2016,1393.0,1393.0,73.57894736842105,18.57,112.70000000000003,94.09999999999997,65.0,-0.027000000000000014,10.210000000000004,110.90000000000003,100.70000000000003,-0.8200000000000002,25.052631578947373,55.94736842105264,9.263157894736842,23.78947368421053,14.210526315789476,20.473684210526315,12.842105263157894,26.052631578947373,15.052631578947368,12.421052631578947,8.052631578947368,4.947368421052632,15.947368421052632,1258.7894736842104,60.21052631578947,5.230526315789474,108.66842105263157,103.42631578947369,68.26842105263158,-0.008315789473684209,4.232105263157895,107.48421052631578,103.23157894736843,-0.2115789473684209,21.73684210526316,57.47368421052632,7.157894736842105,24.315789473684212,9.578947368421053,15.63157894736842,13.105263157894735,22.052631578947373,14.105263157894735,13.68421052631579,6.526315789473684,2.263157894736842,18.789473684210527
28,california,18.32,112.5,94.2,68.1,-0.053,7.65,109.4,101.8,-2.58,2016,1143.0,1143.0,78.1304347826087,18.32,112.5,94.20000000000002,68.09999999999998,-0.053000000000000005,7.650000000000002,109.40000000000003,101.79999999999998,-2.5799999999999987,26.869565217391305,56.56521739130435,7.478260869565218,19.65217391304348,16.91304347826087,26.08695652173913,11.652173913043477,30.08695652173913,14.91304347826087,11.869565217391305,3.782608695652174,5.652173913043479,19.217391304347824,1308.608695652174,64.0,5.693913043478261,108.67391304347822,102.98695652173912,67.98260869565216,0.011739130434782608,4.122173913043477,106.94347826086958,102.83478260869565,0.9691304347826086,22.73913043478261,59.91304347826087,5.391304347826088,16.391304347826086,13.130434782608695,19.130434782608692,9.347826086956523,22.52173913043478,11.0,9.608695652173912,4.869565217391305,2.739130434782609,21.26086956521739
29,seton hall,18.27,111.1,92.9,69.7,0.016,8.55,108.5,100.0,-2.92,2016,1371.0,1371.0,75.96,18.27,111.09999999999997,92.90000000000003,69.70000000000003,0.01600000000000001,8.550000000000004,108.5,100.0,-2.9200000000000013,26.48,57.52,6.28,17.08,16.72,25.12,12.8,28.76,13.96,14.56,7.64,4.84,18.28,1306.84,64.36,6.0136,106.236,100.228,68.52800000000002,-0.008240000000000003,5.2860000000000005,107.224,101.92399999999996,-1.73,23.08,60.96,6.08,20.48,12.12,18.68,12.52,23.04,11.44,13.96,7.36,4.08,22.04
30,butler,17.27,118.0,100.7,67.9,-0.009000000000000001,8.1,108.5,100.4,-4.1,2016,1139.0,1139.0,87.66666666666669,17.27,118.0,100.70000000000003,67.90000000000002,-0.009000000000000005,8.099999999999998,108.5,100.40000000000002,-4.099999999999999,29.904761904761905,59.42857142857143,7.428571428571429,18.476190476190478,20.428571428571427,27.66666666666667,10.714285714285714,27.095238095238088,16.0,10.380952380952381,7.666666666666668,3.7142857142857135,20.047619047619047,1281.8095238095239,69.0,2.6328571428571426,105.25238095238096,102.62380952380954,69.07619047619048,-0.012285714285714285,4.891904761904762,107.23333333333332,102.34761904761903,-0.32476190476190475,23.952380952380953,58.85714285714285,6.666666666666668,21.19047619047619,14.428571428571427,20.80952380952381,9.952380952380953,21.714285714285715,11.38095238095238,14.047619047619047,4.571428571428571,3.809523809523809,22.285714285714285
31,vcu,17.07,112.1,95.0,69.6,-0.07,3.82,107.3,103.5,0.95,2016,1433.0,1433.0,80.875,17.069999999999997,112.09999999999997,95.0,69.59999999999998,-0.07000000000000005,3.819999999999998,107.3,103.5,0.9499999999999996,29.33333333333333,61.70833333333334,7.791666666666668,20.666666666666668,14.416666666666664,20.70833333333333,12.375,25.54166666666667,15.583333333333336,11.166666666666664,9.666666666666666,4.041666666666667,18.45833333333333,1272.4166666666667,64.20833333333333,0.9225000000000002,105.99583333333338,105.07083333333333,67.825,0.020875,0.9612499999999996,105.4708333333333,104.50416666666668,-0.3554166666666669,23.45833333333333,54.70833333333334,5.5,17.416666666666668,11.791666666666664,17.458333333333332,9.041666666666666,23.70833333333333,12.625,16.083333333333332,5.458333333333332,3.7916666666666665,17.75
32,cincinnati,17.06,111.2,94.1,64.0,-0.067,5.2,107.3,102.1,-1.21,2016,1153.0,1153.0,74.33333333333333,17.06,111.20000000000002,94.09999999999997,64.0,-0.06699999999999998,5.200000000000001,107.29999999999998,102.09999999999998,-1.2100000000000004,26.285714285714285,59.523809523809526,7.857142857142858,21.571428571428577,13.904761904761903,19.476190476190478,13.285714285714285,25.809523809523807,16.333333333333332,10.523809523809524,8.857142857142858,5.809523809523809,14.857142857142858,1304.3333333333333,58.523809523809526,2.4419047619047616,105.30952380952381,102.87142857142858,67.71428571428572,-0.02452380952380953,1.1766666666666667,104.95714285714286,103.77142857142857,-1.5147619047619043,21.095238095238095,55.47619047619048,7.476190476190476,20.61904761904762,8.857142857142858,13.428571428571427,10.333333333333334,22.23809523809524,11.095238095238097,15.0,4.857142857142857,2.571428571428572,17.238095238095234
33,utah,16.79,115.6,98.8,65.3,0.11199999999999999,9.79,109.8,100.0,1.9,2016,1428.0,1428.0,81.24,16.790000000000006,115.59999999999997,98.8,65.29999999999997,0.11200000000000006,9.789999999999994,109.8,100.0,1.8999999999999992,28.6,57.72,8.08,22.12,15.96,22.08,9.96,29.16,16.64,11.08,5.92,4.64,15.12,1299.36,66.68,6.895599999999999,108.04800000000004,101.16400000000002,69.01599999999999,0.0007199999999999997,5.0468,107.728,102.696,0.27520000000000017,24.76,62.44,7.24,20.24,9.92,13.48,10.32,22.68,10.04,11.12,5.92,3.48,20.16
34,saint mary's,16.74,117.3,100.6,61.8,0.025,-1.09,104.0,105.1,-6.66,2016,1388.0,1388.0,76.12,16.740000000000006,117.30000000000004,100.59999999999997,61.79999999999998,0.02500000000000001,-1.09,104.0,105.09999999999997,-6.6599999999999975,27.76,52.72,8.92,20.8,11.68,16.8,8.6,26.4,17.24,9.64,5.12,3.8,15.2,1313.6,59.28,-1.8624000000000005,104.064,105.928,68.14399999999999,0.00784,0.1363999999999999,105.212,105.08,-1.0236,22.44,56.12,5.96,18.32,8.44,12.56,9.36,19.28,10.72,10.2,4.32,2.24,18.0
